当前时间:12:30:00    当前价格:7.080000 波动价格:0.0 初始波动:-0.72,比率0.0923%
当前时间:11:55:04    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:08    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:09    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:13    当前价格:7.000100 波动价格:0.0001 初始波动:-0.3499,比率0.0476%
当前时间:11:55:14    当前价格:7.010000 波动价格:0.0099 初始波动:-0.34,比率0.0463%
当前时间:11:55:17    当前价格:7.000100 波动价格:-0.0099 初始波动:-0.3499,比率0.0476%
当前时间:11:55:18    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:55:21    当前价格:7.000000 波动价格:-0.0001 初始波动:-0.35,比率0.0476%
当前时间:11:55:23    当前价格:7.030000 波动价格:0.03 初始波动:-0.32,比率0.0435%
当前时间:11:55:25    当前价格:7.000000 波动价格:-0.03 初始波动:-0.35,比率0.0476%
当前时间:11:55:28    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:29    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:33    当前价格:7.030000 波动价格:0.03 初始波动:-0.32,比率0.0435%
当前时间:11:55:34    当前价格:7.000000 波动价格:-0.03 初始波动:-0.35,比率0.0476%
当前时间:11:55:35    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:36    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:37    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:39    当前价格:6.999990 波动价格:-1e-05 初始波动:-0.35001,比率0.0476%
当前时间:11:55:42    当前价格:7.000000 波动价格:1e-05 初始波动:-0.35,比率0.0476%
当前时间:11:55:47    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:55:51    当前价格:7.050000 波动价格:0.05 初始波动:-0.3,比率0.0408%
当前时间:11:55:57    当前价格:7.000000 波动价格:-0.05 初始波动:-0.35,比率0.0476%
当前时间:11:56:00    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:56:03    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:56:04    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:56:09    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:56:11    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:56:14    当前价格:7.000100 波动价格:0.0001 初始波动:-0.3499,比率0.0476%
当前时间:11:56:17    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:56:18    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:56:21    当前价格:7.010000 波动价格:0.0099 初始波动:-0.34,比率0.0463%
当前时间:11:56:22    当前价格:7.010000 波动价格:0.0 初始波动:-0.34,比率0.0463%
当前时间:11:56:24    当前价格:7.000100 波动价格:-0.0099 初始波动:-0.3499,比率0.0476%
当前时间:11:56:25    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:56:29    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:56:31    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:56:33    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:56:35    当前价格:7.000000 波动价格:-0.0001 初始波动:-0.35,比率0.0476%
当前时间:11:56:37    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:56:41    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:56:42    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:56:45    当前价格:6.999999 波动价格:-1e-06 初始波动:-0.350001,比率0.0476%
当前时间:11:56:49    当前价格:7.000000 波动价格:1e-06 初始波动:-0.35,比率0.0476%
当前时间:11:56:51    当前价格:7.000100 波动价格:0.0001 初始波动:-0.3499,比率0.0476%
当前时间:11:56:54    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:56:55    当前价格:7.000000 波动价格:-0.0001 初始波动:-0.35,比率0.0476%
当前时间:11:56:59    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:57:02    当前价格:6.999999 波动价格:-1e-06 初始波动:-0.350001,比率0.0476%
当前时间:11:57:04    当前价格:7.000000 波动价格:1e-06 初始波动:-0.35,比率0.0476%
当前时间:11:57:11    当前价格:6.999999 波动价格:-1e-06 初始波动:-0.350001,比率0.0476%
当前时间:11:57:12    当前价格:7.000000 波动价格:1e-06 初始波动:-0.35,比率0.0476%
当前时间:11:57:18    当前价格:6.999999 波动价格:-1e-06 初始波动:-0.350001,比率0.0476%
当前时间:11:57:19    当前价格:7.000000 波动价格:1e-06 初始波动:-0.35,比率0.0476%
当前时间:11:57:20    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:57:25    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:57:30    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:57:31    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:57:36    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:57:44    当前价格:7.000010 波动价格:1e-05 初始波动:-0.34999,比率0.0476%
当前时间:11:57:48    当前价格:7.000010 波动价格:0.0 初始波动:-0.34999,比率0.0476%
当前时间:11:57:53    当前价格:7.000010 波动价格:0.0 初始波动:-0.34999,比率0.0476%
当前时间:11:57:58    当前价格:7.000010 波动价格:0.0 初始波动:-0.34999,比率0.0476%
当前时间:11:58:00    当前价格:7.000010 波动价格:0.0 初始波动:-0.34999,比率0.0476%
当前时间:11:58:01    当前价格:7.000010 波动价格:0.0 初始波动:-0.34999,比率0.0476%
当前时间:11:58:04    当前价格:7.001000 波动价格:0.00099 初始波动:-0.349,比率0.0475%
当前时间:11:58:05    当前价格:7.000000 波动价格:-0.001 初始波动:-0.35,比率0.0476%
当前时间:11:58:08    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:09    当前价格:7.010000 波动价格:0.01 初始波动:-0.34,比率0.0463%
当前时间:11:58:10    当前价格:7.040000 波动价格:0.03 初始波动:-0.31,比率0.0422%
当前时间:11:58:11    当前价格:7.000100 波动价格:-0.0399 初始波动:-0.3499,比率0.0476%
当前时间:11:58:12    当前价格:7.000100 波动价格:0.0 初始波动:-0.3499,比率0.0476%
当前时间:11:58:14    当前价格:7.000010 波动价格:-9e-05 初始波动:-0.34999,比率0.0476%
当前时间:11:58:15    当前价格:7.000010 波动价格:0.0 初始波动:-0.34999,比率0.0476%
当前时间:11:58:16    当前价格:7.040000 波动价格:0.03999 初始波动:-0.31,比率0.0422%
当前时间:11:58:17    当前价格:7.000000 波动价格:-0.04 初始波动:-0.35,比率0.0476%
当前时间:11:58:18    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:19    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:21    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:24    当前价格:7.011000 波动价格:0.011 初始波动:-0.339,比率0.0461%
当前时间:11:58:26    当前价格:7.000000 波动价格:-0.011 初始波动:-0.35,比率0.0476%
当前时间:11:58:27    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:28    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:31    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:32    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:34    当前价格:7.002000 波动价格:0.002 初始波动:-0.348,比率0.0473%
当前时间:11:58:35    当前价格:7.000100 波动价格:-0.0019 初始波动:-0.3499,比率0.0476%
当前时间:11:58:38    当前价格:7.000007 波动价格:-9.3e-05 初始波动:-0.349993,比率0.0476%
当前时间:11:58:39    当前价格:7.000000 波动价格:-7e-06 初始波动:-0.35,比率0.0476%
当前时间:11:58:42    当前价格:7.002000 波动价格:0.002 初始波动:-0.348,比率0.0473%
当前时间:11:58:43    当前价格:7.000001 波动价格:-0.001999 初始波动:-0.349999,比率0.0476%
当前时间:11:58:45    当前价格:7.000001 波动价格:0.0 初始波动:-0.349999,比率0.0476%
当前时间:11:58:46    当前价格:7.000000 波动价格:-1e-06 初始波动:-0.35,比率0.0476%
当前时间:11:58:47    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:49    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:50    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:52    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:53    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:54    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:56    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:58:57    当前价格:7.002100 波动价格:0.0021 初始波动:-0.3479,比率0.0473%
当前时间:11:58:59    当前价格:7.000000 波动价格:-0.0021 初始波动:-0.35,比率0.0476%
当前时间:11:59:00    当前价格:7.002100 波动价格:0.0021 初始波动:-0.3479,比率0.0473%
当前时间:11:59:01    当前价格:7.002100 波动价格:0.0 初始波动:-0.3479,比率0.0473%
当前时间:11:59:02    当前价格:7.000001 波动价格:-0.002099 初始波动:-0.349999,比率0.0476%
当前时间:11:59:03    当前价格:7.000000 波动价格:-1e-06 初始波动:-0.35,比率0.0476%
当前时间:11:59:04    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:59:07    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:59:08    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:59:10    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:59:12    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:59:13    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:59:16    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:59:17    当前价格:7.000000 波动价格:0.0 初始波动:-0.35,比率0.0476%
当前时间:11:59:19    当前价格:7.040000 波动价格:0.04 初始波动:-0.31,比率0.0422%
当前时间:11:59:23    当前价格:7.002000 波动价格:-0.038 初始波动:-0.348,比率0.0473%
当前时间:12:00:16    当前价格:7.050000 波动价格:0.048 初始波动:-0.3,比率0.0408%
当前时间:12:00:24    当前价格:7.050000 波动价格:0.0 初始波动:-0.3,比率0.0408%
当前时间:12:00:27    当前价格:7.050000 波动价格:0.0 初始波动:-0.3,比率0.0408%
当前时间:12:00:31    当前价格:7.050000 波动价格:0.0 初始波动:-0.3,比率0.0408%
当前时间:12:00:34    当前价格:7.050000 波动价格:0.0 初始波动:-0.3,比率0.0408%
当前时间:12:00:37    当前价格:7.050000 波动价格:0.0 初始波动:-0.3,比率0.0408%
当前时间:12:00:43    当前价格:7.010001 波动价格:-0.039999 初始波动:-0.339999,比率0.0463%
当前时间:12:00:50    当前价格:7.010010 波动价格:9e-06 初始波动:-0.33999,比率0.0463%
当前时间:12:00:53    当前价格:7.010030 波动价格:2e-05 初始波动:-0.33997,比率0.0463%
当前时间:12:00:56    当前价格:7.010030 波动价格:0.0 初始波动:-0.33997,比率0.0463%
当前时间:12:00:59    当前价格:7.010030 波动价格:0.0 初始波动:-0.33997,比率0.0463%
当前时间:12:01:00    当前价格:7.011010 波动价格:0.00098 初始波动:-0.33899,比率0.0461%
当前时间:12:01:05    当前价格:7.010030 波动价格:-0.00098 初始波动:-0.33997,比率0.0463%
当前时间:12:01:09    当前价格:7.010430 波动价格:0.0004 初始波动:-0.33957,比率0.0462%
当前时间:12:01:10    当前价格:7.010030 波动价格:-0.0004 初始波动:-0.33997,比率0.0463%
当前时间:12:01:12    当前价格:7.010430 波动价格:0.0004 初始波动:-0.33957,比率0.0462%
当前时间:12:01:13    当前价格:7.011010 波动价格:0.00058 初始波动:-0.33899,比率0.0461%
当前时间:12:01:17    当前价格:7.011010 波动价格:0.0 初始波动:-0.33899,比率0.0461%
当前时间:12:01:21    当前价格:7.010030 波动价格:-0.00098 初始波动:-0.33997,比率0.0463%
当前时间:12:01:24    当前价格:7.011010 波动价格:0.00098 初始波动:-0.33899,比率0.0461%
当前时间:12:01:30    当前价格:7.012000 波动价格:0.00099 初始波动:-0.338,比率0.046%
当前时间:12:01:37    当前价格:7.012000 波动价格:0.0 初始波动:-0.338,比率0.046%
当前时间:12:01:38    当前价格:7.011010 波动价格:-0.00099 初始波动:-0.33899,比率0.0461%
当前时间:12:01:39    当前价格:7.012000 波动价格:0.00099 初始波动:-0.338,比率0.046%
当前时间:12:01:42    当前价格:7.012000 波动价格:0.0 初始波动:-0.338,比率0.046%
当前时间:12:01:46    当前价格:7.011010 波动价格:-0.00099 初始波动:-0.33899,比率0.0461%
当前时间:12:01:49    当前价格:7.011010 波动价格:0.0 初始波动:-0.33899,比率0.0461%
当前时间:12:01:54    当前价格:7.011010 波动价格:0.0 初始波动:-0.33899,比率0.0461%
当前时间:12:01:55    当前价格:7.011010 波动价格:0.0 初始波动:-0.33899,比率0.0461%
当前时间:12:01:57    当前价格:7.011110 波动价格:0.0001 初始波动:-0.33889,比率0.0461%
当前时间:12:01:58    当前价格:7.010030 波动价格:-0.00108 初始波动:-0.33997,比率0.0463%
当前时间:12:02:02    当前价格:7.010030 波动价格:0.0 初始波动:-0.33997,比率0.0463%
当前时间:12:02:03    当前价格:7.010030 波动价格:0.0 初始波动:-0.33997,比率0.0463%
当前时间:12:02:05    当前价格:7.010030 波动价格:0.0 初始波动:-0.33997,比率0.0463%
当前时间:12:02:07    当前价格:7.010001 波动价格:-2.9e-05 初始波动:-0.339999,比率0.0463%
当前时间:12:02:10    当前价格:7.010001 波动价格:0.0 初始波动:-0.339999,比率0.0463%
当前时间:12:02:14    当前价格:7.010001 波动价格:0.0 初始波动:-0.339999,比率0.0463%
当前时间:12:02:16    当前价格:7.010030 波动价格:2.9e-05 初始波动:-0.33997,比率0.0463%
当前时间:12:02:19    当前价格:7.010001 波动价格:-2.9e-05 初始波动:-0.339999,比率0.0463%
当前时间:12:02:20    当前价格:7.010030 波动价格:2.9e-05 初始波动:-0.33997,比率0.0463%
当前时间:12:02:24    当前价格:7.010030 波动价格:0.0 初始波动:-0.33997,比率0.0463%
当前时间:12:02:25    当前价格:7.010001 波动价格:-2.9e-05 初始波动:-0.339999,比率0.0463%
当前时间:12:02:32    当前价格:7.011010 波动价格:0.001009 初始波动:-0.33899,比率0.0461%
当前时间:12:02:43    当前价格:7.010020 波动价格:-0.00099 初始波动:-0.33998,比率0.0463%
当前时间:12:02:50    当前价格:7.010020 波动价格:0.0 初始波动:-0.33998,比率0.0463%
当前时间:12:02:55    当前价格:7.010010 波动价格:-1e-05 初始波动:-0.33999,比率0.0463%
当前时间:12:02:56    当前价格:7.010010 波动价格:0.0 初始波动:-0.33999,比率0.0463%
当前时间:12:03:01    当前价格:7.011010 波动价格:0.001 初始波动:-0.33899,比率0.0461%
当前时间:12:03:09    当前价格:7.010008 波动价格:-0.001002 初始波动:-0.339992,比率0.0463%
当前时间:12:03:14    当前价格:7.010008 波动价格:0.0 初始波动:-0.339992,比率0.0463%
当前时间:12:03:17    当前价格:7.012000 波动价格:0.001992 初始波动:-0.338,比率0.046%
当前时间:12:03:22    当前价格:7.012000 波动价格:0.0 初始波动:-0.338,比率0.046%
